CREATED_AT,USER_ID
2020-05-27 14:14:21.555,2743557
2017-04-27 12:29:41.303,472788
2017-01-22 21:20:24.186,353130
2018-03-07 11:58:02.693,800720
2019-02-12 07:52:41.975,1251414
2017-06-27 09:03:43.313,532104
2020-03-15 10:36:19.634,2163525
2019-09-11 20:05:19.110,1689902
2015-07-05 17:37:49.219,63919
2016-12-07 22:13:22.685,323160
2019-11-28 11:13:41.504,1865353
2017-10-22 16:10:17.364,636761
2020-04-30 20:51:51.291,2499994
2020-06-03 10:57:11.643,2792010
2018-06-16 08:18:02.513,921254
2016-03-14 21:18:16.968,170421
2019-07-30 10:31:50.363,1607820
2016-02-05 18:31:41.840,135599
2018-12-08 22:23:02.304,1144769
2018-12-15 13:57:57.668,1158906
2017-07-10 08:57:46.753,543337
2019-09-30 11:31:26.048,1728106
2016-03-02 08:18:06.562,158615
2016-03-05 16:36:33.932,165977
2019-02-01 12:20:18.773,1224799
2019-10-09 04:18:21.490,1748001
2019-08-21 08:20:07.672,1651512
2020-03-19 19:18:23.038,2237806
2020-05-13 08:14:09.982,2609198
2020-01-02 19:00:09.407,1962980
2020-03-20 19:46:00.293,2247701
2019-05-05 23:08:48.249,1463454
2019-04-09 15:18:08.520,1425230
2020-04-21 18:23:20.456,2420744
2020-05-08 14:40:06.519,2578187
2016-01-03 06:06:58.583,112829
2018-06-07 19:59:18.262,913290
2018-10-30 14:58:33.069,1074899
2020-03-18 14:15:26.396,2219023
2017-03-23 01:49:24.256,439173
2020-09-03 18:42:15.668,3180136
2019-07-17 19:39:22.713,1588072
2016-08-22 10:17:01.582,257489
2019-10-04 17:43:41.802,1738972
2019-04-02 20:57:17.503,1415146
2016-08-27 08:17:35.199,260457
2019-07-05 20:42:26.279,1568171
2020-07-02 21:55:41.035,2953259
2019-07-16 11:53:04.663,1585045
2015-02-13 09:28:00.771,39607
2018-10-07 16:33:48.629,1043798
2020-05-15 09:29:25.212,2629714
2020-02-06 10:47:34.969,2043890
2017-12-13 20:03:36.138,682667
2018-12-22 17:19:12.831,1174920
2016-10-01 07:49:13.489,281267
2017-02-09 16:52:36.214,368213
2016-02-04 13:15:37.771,127713
2020-04-04 18:38:29.391,2328839
2020-01-02 19:18:14.739,1963021
2019-05-17 07:40:19.371,1487888
2018-02-24 09:15:50.927,765817
2019-06-24 19:05:34.041,1547951
2020-02-06 13:23:26.524,2044533
2018-03-06 07:23:41.209,790303
2019-01-23 20:07:13.719,1209858
2015-08-30 19:07:21.438,72456
2017-09-20 06:57:19.150,607540
2019-12-15 11:47:27.047,1922659
2018-04-20 12:26:32.623,858058
2016-11-28 15:55:01.004,316499
2017-03-29 11:25:59.168,451887
2017-02-25 21:00:07.883,390925
2018-11-27 14:53:23.669,1120481
2019-06-28 14:51:20.921,1555684
2020-09-12 10:27:33.603,3211235
2018-08-01 14:24:31.652,962958
2019-11-04 13:31:48.922,1802142
2019-12-17 08:19:16.647,1930394
2016-02-25 18:45:34.051,152740
2020-03-15 13:41:18.916,2164967
2018-03-02 07:51:53.998,775483
2018-02-21 09:38:56.348,761414
2016-01-25 19:23:35.022,121703
2019-03-28 13:29:52.636,1390742
2017-01-01 17:10:40.017,340218
2017-07-10 11:00:11.890,543517
2017-11-09 22:33:10.365,650049
2018-05-08 11:32:36.500,879345
2020-07-15 06:10:45.196,2992817
2017-12-11 17:49:21.418,678950
2017-02-13 17:28:44.067,381381
2019-12-17 07:24:13.256,1930266
2019-04-26 13:53:47.185,1447860
2019-09-30 12:11:36.008,1728212
2020-04-28 07:27:59.503,2468802
2014-12-22 08:34:10.333,27225
2019-03-23 21:05:51.290,1345125
2020-02-27 09:27:43.315,2107914
2017-09-03 19:00:19.160,592693
2017-03-28 18:27:51.282,451451
2018-08-29 20:36:49.076,999934
2014-07-21 00:00:00.000,14863
2018-03-12 08:04:49.868,822031
2017-08-02 19:45:05.077,567172
2019-05-06 14:50:31.701,1464769
2020-04-26 20:10:54.912,2458134
2020-05-24 16:19:38.054,2721961
2020-07-01 07:16:33.966,2945192
2018-02-07 22:00:45.704,733714
2020-02-04 11:25:46.456,2037535
2019-02-24 15:44:29.635,1281691
2019-11-12 13:48:48.017,1821795
2017-03-16 17:43:09.034,419413
2020-06-16 17:19:23.570,2877869
2019-03-22 07:00:21.713,1339355
2019-08-31 17:16:25.644,1669072
2020-04-28 00:16:51.788,2468294
2016-10-27 14:14:52.413,296976
2017-08-22 18:23:15.021,583946
2019-11-26 13:47:02.304,1858741
2019-06-18 18:37:37.946,1539424
2018-01-08 18:05:29.333,702748
2017-08-02 00:11:27.184,566350
2017-10-10 16:02:17.362,627016
2019-08-23 15:04:22.521,1656198
2020-03-17 21:02:35.518,2202077
2016-01-28 18:41:24.890,123915
2019-11-23 15:03:52.469,1850253
2018-12-03 13:35:29.513,1131603
2019-07-09 09:31:41.311,1572855
2018-12-06 11:40:20.863,1140055
2019-07-27 10:32:39.811,1603246
2016-12-16 18:17:00.338,333641
2017-04-12 09:23:02.153,462777
2019-03-12 16:49:34.324,1316335
2019-07-21 14:33:33.336,1593237
2020-08-18 17:35:56.643,3119012
2019-12-10 17:34:52.248,1908268
2018-01-21 15:37:55.849,712982
2018-03-01 09:38:24.087,773424
2019-06-02 12:22:47.641,1513827
2020-02-04 14:02:15.119,2038152
2019-08-29 17:29:05.039,1665775
2019-09-12 23:56:57.544,1692351
2020-01-05 08:53:58.798,1966689
2015-09-22 13:16:39.981,77638
2018-10-28 21:14:07.231,1072073
2018-04-23 21:28:29.215,860534
2020-03-18 12:34:10.102,2215664
2020-06-21 12:21:23.561,2901322
2018-11-13 12:05:54.580,1095130
2019-02-04 22:16:24.466,1230264
2020-05-29 05:45:05.537,2756231
2018-03-26 17:45:37.948,836280
2015-12-18 13:04:27.141,109271
2020-05-30 16:32:14.031,2766753
2017-03-14 19:06:18.167,409923
2018-02-12 20:12:04.599,746636
2020-05-13 13:15:44.683,2613862
2018-10-15 12:11:34.065,1054406
2020-04-26 09:41:10.285,2453683
2020-09-15 15:41:27.096,3223740
2020-05-10 21:01:52.509,2590606
2018-07-31 11:38:58.831,960977
2019-08-01 09:42:56.224,1612773
2018-03-20 12:23:58.086,830962
2020-02-12 21:34:13.704,2071941
2015-02-12 22:16:14.917,39350
2020-05-12 11:54:53.569,2602371
2015-02-16 17:25:14.914,40129
2020-05-28 18:02:58.018,2754064
2018-03-06 01:05:26.043,789959
2017-02-07 19:57:00.078,366003
2017-12-06 09:00:23.910,673509
2020-03-18 15:58:41.214,2221001
2018-03-20 12:22:44.020,830525
2017-02-10 13:20:19.319,369814
2019-09-22 08:31:59.639,1708076
2020-03-16 14:04:13.287,2173688
2017-12-21 13:38:42.509,693157
2017-04-11 20:48:30.775,462484
2016-02-13 11:12:49.432,144586
2016-04-05 13:04:53.549,179055
2017-06-07 13:35:05.488,515312
2020-02-17 11:48:58.075,2085098
2019-01-04 12:37:21.741,1183617
2018-03-07 19:04:34.161,804541
2018-05-08 09:41:45.243,879078
2017-02-23 12:24:32.505,389265
2017-03-27 17:57:58.089,450760
2017-02-10 09:33:08.329,369006
2020-04-09 16:51:05.923,2357861
2018-01-05 16:32:28.978,700675
2019-03-02 11:51:40.245,1292517
2019-04-23 08:13:38.742,1441587
2020-05-10 06:45:18.177,2585507
2017-06-20 22:25:53.732,526503
2017-07-07 09:23:27.496,541767
2019-03-21 19:15:50.951,1338420
2020-06-15 08:05:08.153,2867308
2018-12-28 19:26:01.771,1177715
2019-04-08 12:54:36.121,1423216
2020-08-04 16:52:53.037,3066998
2020-04-23 17:53:32.517,2435913
2018-01-19 04:36:27.567,711493
2019-01-10 18:30:46.540,1191626
2018-06-18 14:14:21.013,922980
2018-12-07 15:55:10.238,1143093
2019-06-03 18:57:56.139,1516282
2020-05-11 21:20:57.663,2598545
2019-07-04 20:01:24.856,1566405
2020-02-12 20:54:49.622,2071668
2020-02-04 20:11:56.775,2039307
2017-12-05 18:24:28.714,673044
2018-03-03 19:21:39.027,779392
2020-03-15 07:13:23.223,2162604
2017-09-22 12:39:27.799,610396
2017-01-28 14:45:18.066,358041
2017-07-11 19:40:47.916,545810
2019-11-25 13:29:25.688,1854896
2020-07-23 17:21:24.302,3023188
2017-03-18 07:50:48.799,421172
2018-05-09 05:16:37.600,880662
2016-06-25 14:37:00.273,220061
2020-01-22 14:26:10.045,2006645
2017-01-05 19:21:20.629,342317
2017-07-10 10:46:56.856,543502
2016-04-25 18:49:25.091,186618
2017-12-17 13:44:26.968,687261
2018-10-29 10:27:59.506,1072548
2020-08-19 07:50:38.107,3120485
2019-04-01 21:46:59.681,1410478
2018-12-07 08:45:42.889,1142047
2016-11-25 10:28:56.757,313561
2020-03-17 12:56:04.066,2187358
2020-02-20 09:03:28.655,2092066
2019-05-17 09:40:39.416,1488137
2020-05-24 00:42:40.764,2718801
2017-07-27 16:14:35.847,561842
2020-04-06 13:32:23.365,2336353
2020-04-03 11:00:36.737,2319912
2015-07-17 06:47:53.763,65766
2020-04-13 13:11:30.712,2371366
2017-07-26 07:59:40.176,559891
2019-04-13 16:52:38.286,1430969
2019-10-02 15:50:55.832,1733965
2020-03-07 16:48:50.544,2133529
2020-05-14 22:13:26.649,2628128
2014-10-29 17:44:05.296,20618
2019-01-10 15:44:31.270,1191393
2015-03-05 14:17:56.875,44223
2018-08-15 16:06:26.362,981847
2020-03-12 09:29:08.337,2150927
2016-12-09 16:31:01.806,324567
2018-01-04 09:08:38.302,699216
2018-10-12 15:43:25.063,1051844
2020-06-29 18:09:18.354,2939049
2019-08-27 14:16:28.984,1660730
2019-05-28 19:51:10.332,1507184
2017-03-20 13:00:43.553,425809
2018-11-19 20:20:47.430,1105657
2019-05-02 17:00:45.492,1458539
2016-03-02 10:11:10.468,158784
2019-02-07 08:05:16.260,1236902
2019-05-23 09:08:46.040,1499401
2017-10-31 08:00:29.604,643159
2020-08-13 12:10:02.871,3099971
2018-03-04 15:43:32.004,781691
2016-02-19 14:38:13.586,148833
2020-06-02 08:44:07.310,2782648
2019-07-25 12:54:19.734,1600498
2020-06-12 08:16:40.754,2854215
2020-03-20 14:24:33.851,2244924
2017-06-15 14:19:30.977,522834
2017-06-07 12:15:57.902,515193
2018-08-14 07:20:53.488,973503
2016-11-11 17:36:37.987,306404
2017-05-01 08:58:03.812,475749
2020-05-29 09:45:54.835,2757841
2017-06-27 11:48:22.141,532319
2017-05-16 11:53:05.458,493668
2020-03-07 18:20:02.873,2133714
2020-04-26 09:03:11.221,2453398
2019-07-10 22:11:32.658,1576453
2016-12-16 21:56:32.892,333889
2016-07-18 09:07:35.503,240411
2020-01-10 15:00:52.438,1979317
2019-12-06 08:55:51.647,1893436
2019-11-12 18:36:26.685,1822572
2018-01-30 16:09:40.207,720916
2018-03-29 11:43:24.355,839413
2020-05-22 07:06:13.576,2704321
2020-02-11 20:22:24.198,2065190
2017-10-03 08:09:54.457,620826
2019-03-19 19:04:17.875,1332071
2019-01-29 14:11:30.848,1219169
2017-05-06 08:14:21.037,481516
2016-10-03 10:18:18.493,282082
2017-03-21 23:21:25.828,433955
2018-05-07 16:08:46.645,877949
2019-02-11 16:44:23.509,1249034
2018-12-27 10:33:57.952,1176587
2017-04-21 15:51:43.666,468334
2020-08-18 06:33:26.543,3115919
2020-05-09 10:34:35.312,2581703
2016-02-04 12:02:41.644,127669
2018-12-13 11:19:23.799,1154006
2019-03-25 08:21:13.328,1351162
2019-10-03 18:47:00.643,1736747
2019-11-07 09:54:11.253,1810428
2019-11-27 09:56:30.709,1861289
2018-08-24 09:41:02.368,989468
2018-03-15 12:06:40.485,825193
2017-07-20 12:45:49.756,555604
2018-02-26 10:25:36.724,767854
2019-10-13 09:08:50.455,1755808
2017-03-08 12:33:28.676,401153
2018-09-02 23:05:58.460,1003572
2016-02-16 18:27:20.538,147119
2016-07-16 16:45:02.442,239899
2018-03-08 08:45:22.486,808003
2017-11-08 22:07:43.477,649256
2019-05-08 18:36:34.493,1472888
2019-06-05 10:25:55.078,1519203
2020-03-19 15:37:59.015,2235481
2020-08-26 19:05:35.627,3151092
2020-02-17 14:48:30.304,2085657
2016-10-25 13:32:11.053,295146
2017-03-21 09:25:58.641,428811
2020-05-20 11:00:38.958,2688094
2018-02-13 16:35:59.399,752373
2017-09-19 11:26:10.567,606880
2016-07-07 16:27:53.390,235113
2017-02-24 08:24:29.816,389868
2020-02-04 14:22:29.103,2038209
2018-12-03 21:44:57.857,1133301
2020-04-22 16:37:35.583,2427945
2018-01-02 20:22:52.548,697985
2017-02-27 12:31:22.015,392089
2019-04-23 20:10:18.568,1442967
2017-03-06 10:17:38.691,398294
2019-01-20 16:30:16.903,1204063
2017-03-28 09:53:13.232,451045
2018-02-13 10:31:34.867,749172
2017-12-15 07:37:08.013,684264
2019-07-13 11:19:19.442,1580403
2017-01-19 22:57:10.331,352013
2020-07-21 15:13:43.763,3015028
2018-03-04 09:58:57.495,780338
2018-10-30 10:13:00.926,1074397
2019-12-07 13:00:10.532,1896912
2017-04-03 12:14:05.399,456562
2020-02-12 20:59:44.731,2071700
2020-03-20 10:18:14.136,2242107
2016-02-29 23:51:23.886,156896
2019-06-09 21:40:46.970,1525458
2018-04-11 19:04:57.281,850217
2018-12-03 13:42:59.659,1131632
2018-10-26 22:18:26.842,1070476
2020-05-22 13:22:29.833,2708393
2017-06-06 13:43:43.053,510589
2019-01-02 10:56:43.288,1180328
2020-08-07 10:41:32.821,3078849
2017-07-10 18:12:50.383,544051
2020-04-01 18:59:50.860,2309630
