last_email,weekend,same_day,avg_email_sent,opened_email,row_num,discount%,max_purchase_discount,last_pos_email,avg_days_between_purchases,purchase
0,0,0,178.0,1,179,0.0,0.0,179,0.0,1
1,0,1,14.0,0,45,0.0,0.0,38,1.0,1
1,0,1,42.0,0,86,0.0,0.0,85,0.0,1
0,0,0,0.0,0,42,0.0,0.0,43,0.0,0
1,0,0,20.0,0,210,0.0,15.0,87,33.22222222222222,1
1,0,1,7.5,1,51,20.0,15.0,42,19.4,1
1,0,1,16.428571428571427,0,122,15.0,15.0,86,16.333333333333332,1
1,0,1,11.5,0,25,15.0,15.0,24,0.0,1
0,0,0,228.0,0,458,10.0,0.0,5,212.0,0
0,0,0,10.0,1,187,0.0,15.0,72,10.9375,1
0,0,0,33.333333333333336,1,206,0.0,15.0,20,68.6,0
0,0,0,0.0,0,129,0.0,0.0,130,0.0,0
0,0,0,0.0,1,2,0.0,0.0,3,0.0,0
0,0,0,100.5,0,609,15.0,0.0,142,68.2,0
0,0,0,0.0,0,61,0.0,0.0,62,0.0,0
0,0,0,48.16666666666666,0,590,0.0,0.0,16,30.181818181818183,0
1,0,0,17.0,0,54,10.0,10.0,52,0.5,1
0,0,0,71.875,0,583,15.0,10.0,1,76.14285714285714,0
1,0,1,55.95454545454545,1,1253,0.0,0.0,444,43.285714285714285,1
0,0,0,13.0,0,112,0.0,15.0,4,23.0,0
0,0,0,0.0,0,12,0.0,0.0,13,0.0,0
1,0,1,20.88888888888889,1,197,15.0,15.0,189,1.125,1
0,0,0,0.0,0,176,0.0,0.0,177,0.0,0
0,0,0,30.8,0,318,0.0,0.0,138,17.444444444444443,0
1,0,0,6.533333333333333,0,113,15.0,15.0,1,11.714285714285714,1
0,0,0,92.0,0,93,10.0,0.0,58,0.0,0
0,0,0,0.0,0,55,15.0,0.0,56,0.0,0
0,0,0,0.0,0,12,10.0,0.0,13,0.0,0
1,0,1,40.2,1,206,15.0,15.0,22,236.0,1
0,0,0,55.16666666666666,0,337,15.0,0.0,3,76.2,0
0,0,0,0.0,0,171,0.0,0.0,172,0.0,0
0,0,0,57.66666666666666,0,352,15.0,0.0,152,18.6,0
1,0,1,0.5,1,1,15.0,15.0,0,0.0,1
0,0,0,25.65,1,533,15.0,15.0,77,1.368421052631579,0
0,0,0,26.0,1,108,0.0,0.0,3,47.333333333333336,1
0,0,0,0.0,0,178,15.0,0.0,179,0.0,0
1,1,1,0.5,1,1,15.0,15.0,0,0.0,1
0,0,0,53.75,1,657,15.0,15.0,353,27.454545454545453,1
0,0,0,0.0,0,13,15.0,0.0,14,0.0,0
1,0,1,54.66666666666666,0,334,0.0,0.0,165,35.0,1
0,0,0,64.5,0,262,0.0,0.0,1,129.66666666666666,1
1,0,1,62.66666666666666,0,191,0.0,0.0,4,77.5,1
1,0,0,12.77777777777778,0,124,0.0,0.0,39,18.625,1
0,0,0,0.0,0,296,15.0,0.0,297,0.0,0
0,0,0,119.0,1,240,15.0,15.0,230,2.0,0
1,0,1,0.3333333333333333,1,2,10.0,10.0,0,0.0,1
0,0,0,16.0,0,17,15.0,15.0,17,0.0,1
1,0,1,74.72727272727273,0,833,10.0,15.0,102,80.8,1
0,0,0,23.166666666666668,0,145,10.0,15.0,63,1.6,0
1,0,1,31.4,0,162,0.0,0.0,142,14.0,1
1,0,1,6.5,0,75,0.0,0.0,50,6.555555555555555,1
0,0,0,27.1,0,281,15.0,10.0,94,65.22222222222223,1
0,0,0,18.55555555555556,1,176,10.0,15.0,22,89.125,0
0,0,0,0.0,0,18,10.0,0.0,19,0.0,0
0,0,0,1.0,1,0,0.0,0.0,0,0.0,1
0,0,0,0.0,0,25,0.0,0.0,26,0.0,0
1,0,0,6.307692307692308,0,95,0.0,0.0,51,3.5,0
0,0,0,0.0,1,64,15.0,0.0,65,0.0,0
0,0,0,2.0,1,3,0.0,0.0,3,0.0,1
0,0,0,21.166666666666668,1,133,0.0,15.0,49,3.2,0
0,0,0,0.0,0,7,0.0,0.0,8,0.0,0
0,0,0,70.5,0,143,10.0,15.0,125,13.0,0
0,0,0,0.0,0,26,0.0,0.0,27,0.0,0
0,0,0,105.45454545454544,0,1171,15.0,15.0,92,44.1,0
0,0,0,0.0,0,324,0.0,0.0,325,0.0,0
0,0,0,0.0,0,79,0.0,0.0,80,0.0,0
1,0,0,21.9375,1,367,0.0,15.0,268,30.133333333333333,1
0,0,0,6.0,1,7,0.0,0.0,7,0.0,1
0,0,0,0.0,0,156,0.0,0.0,157,0.0,0
0,0,0,0.0,0,30,0.0,0.0,31,0.0,0
0,0,0,0.0,1,14,0.0,0.0,15,0.0,0
0,0,0,291.0,1,584,0.0,0.0,507,0.0,0
0,0,0,0.0,0,8,0.0,0.0,9,0.0,0
1,0,0,52.55,1,1071,0.0,0.0,12,71.78947368421052,1
0,0,0,0.0,0,61,15.0,0.0,62,0.0,0
0,0,0,1.0,1,0,25.0,25.0,0,0.0,1
0,0,0,455.0,0,456,10.0,0.0,36,0.0,0
0,0,0,0.0,0,166,0.0,0.0,167,0.0,0
1,0,1,22.4,0,117,15.0,15.0,60,35.0,1
1,0,1,0.0,1,5,0.0,0.0,0,4.25,1
1,0,1,32.13333333333333,1,497,15.0,15.0,6,67.57142857142857,1
0,0,0,10.833333333333334,0,71,20.0,10.0,37,80.6,1
0,0,0,77.25,0,313,10.0,0.0,1,129.66666666666666,0
0,0,0,40.5,1,83,15.0,10.0,70,0.0,0
1,0,0,35.666666666666664,1,110,0.0,0.0,108,3.5,1
0,0,0,0.0,0,463,15.0,0.0,464,0.0,0
0,0,0,32.888888888888886,0,610,0.0,15.0,27,51.47058823529412,0
1,0,0,0.5,0,1,25.0,25.0,0,7.0,1
0,0,0,0.0,1,10,0.0,0.0,11,0.0,0
0,0,0,99.66666666666669,1,302,0.0,20.0,290,0.0,0
0,0,0,203.0,1,204,10.0,25.0,157,0.0,0
1,0,0,9.642857142857142,0,149,15.0,10.0,61,16.846153846153847,1
1,0,1,1.0,1,24,15.0,15.0,13,0.7272727272727273,1
1,1,1,9.333333333333334,1,31,0.0,0.0,29,2.5,1
0,0,0,0.0,0,35,0.0,0.0,36,0.0,0
0,0,0,102.0,1,103,0.0,20.0,41,0.0,0
0,0,0,8.666666666666666,0,29,0.0,10.0,3,0.0,0
1,0,1,29.0,0,150,15.0,0.0,61,60.75,1
0,0,0,22.83333333333333,0,572,10.0,15.0,32,24.47826086956522,1
0,0,0,87.9375,0,1423,15.0,0.0,678,22.866666666666667,1
0,1,0,70.375,0,571,15.0,20.0,345,15.571428571428571,1
0,0,0,108.0,0,327,0.0,0.0,30,161.5,1
0,0,0,0.0,0,135,0.0,0.0,136,0.0,0
1,0,0,59.5,0,242,20.0,0.0,70,146.33333333333334,0
0,0,0,72.4,0,367,15.0,0.0,3,35.5,0
1,0,1,3.555555555555556,1,41,0.0,0.0,3,16.25,1
1,0,1,6.0,0,14,0.0,0.0,13,0.0,1
1,0,1,6.6,1,38,0.0,0.0,34,1.25,1
0,0,0,1.0,0,0,15.0,15.0,0,0.0,1
0,0,0,40.0,1,574,0.0,0.0,98,19.615384615384617,0
1,0,1,6.666666666666667,1,46,15.0,15.0,37,1.8,1
0,1,0,2.571428571428572,1,25,40.0,15.0,3,30.166666666666668,1
0,0,0,32.625,1,269,15.0,15.0,90,5.857142857142857,0
0,0,0,19.0,0,20,15.0,10.0,7,0.0,0
1,0,1,9.8,1,54,20.0,20.0,18,31.0,1
0,0,0,33.92307692307692,1,454,15.0,0.0,42,18.666666666666668,0
0,0,0,53.64,1,1366,0.0,0.0,60,33.75,1
0,0,0,75.0,1,76,10.0,10.0,76,0.0,1
0,0,0,3.6666666666666665,1,14,10.0,15.0,0,1.5,0
0,0,0,0.0,0,29,0.0,0.0,30,0.0,0
1,0,0,11.0,0,24,15.0,15.0,23,2.0,1
1,0,1,30.33333333333333,1,94,0.0,0.0,92,0.0,1
1,1,1,15.2,0,81,15.0,15.0,66,10.25,1
1,0,1,0.5,0,1,15.0,15.0,0,0.0,1
1,0,1,32.7,1,337,15.0,15.0,268,21.88888888888889,1
0,0,0,5.513513513513513,0,241,0.0,15.0,1,9.694444444444445,0
0,0,0,18.285714285714285,0,270,0.0,0.0,3,29.76923076923077,1
0,0,0,85.66666666666667,0,260,0.0,10.0,1,106.5,0
0,0,0,32.4,0,167,15.0,15.0,76,39.25,0
0,0,0,13.25,0,57,15.0,0.0,18,4.0,0
0,0,0,128.16666666666666,0,775,10.0,0.0,256,83.6,0
0,0,0,56.66666666666666,1,173,0.0,0.0,26,0.0,0
0,0,0,22.63157894736842,1,449,15.0,15.0,10,52.94444444444444,0
0,0,0,34.4,0,177,0.0,0.0,154,45.5,1
0,0,0,26.285714285714285,0,382,10.0,10.0,205,12.538461538461538,0
0,0,0,0.0,0,22,15.0,0.0,23,0.0,0
0,0,0,0.0,0,147,0.0,0.0,148,0.0,0
0,0,0,115.0,0,580,15.0,0.0,3,35.5,0
0,0,0,0.0,1,21,25.0,0.0,22,0.0,0
1,0,1,0.5,1,1,10.0,10.0,0,0.0,1
0,0,0,3.4,1,22,0.0,0.0,0,6.5,1
0,0,0,19.6,1,206,15.0,15.0,84,11.22222222222222,1
0,0,0,0.0,0,541,0.0,0.0,542,0.0,0
0,0,0,75.66666666666667,1,460,0.0,0.0,41,31.4,0
1,0,1,12.5,1,135,15.0,15.0,105,1.2222222222222223,1
1,0,1,0.5,1,1,40.0,40.0,0,0.0,1
0,0,0,16.0,0,17,0.0,0.0,17,0.0,1
0,1,0,1.0,1,0,15.0,15.0,0,0.0,1
0,0,0,24.5,0,204,15.0,10.0,12,29.0,0
0,0,0,54.4,1,277,15.0,15.0,165,20.25,0
1,0,1,30.703703703703702,0,856,0.0,0.0,533,28.346153846153847,1
0,0,0,86.9,0,879,15.0,15.0,150,18.666666666666668,0
1,0,1,12.166666666666666,0,79,10.0,0.0,26,75.6,1
0,0,0,0.0,1,4,0.0,0.0,5,0.0,0
1,1,0,5.833333333333333,0,41,15.0,15.0,36,0.8,1
0,0,0,21.0,0,22,0.0,10.0,3,0.0,0
0,0,0,0.0,0,146,15.0,0.0,147,0.0,0
0,0,0,0.0,1,3,20.0,0.0,4,0.0,0
0,0,0,253.0,0,762,0.0,0.0,0,13.5,0
0,0,0,0.0,0,48,0.0,0.0,49,0.0,0
1,0,1,0.25,0,3,10.0,10.0,0,0.0,1
0,0,0,39.72222222222222,0,733,10.0,15.0,97,34.88235294117647,0
0,0,0,0.0,1,169,0.0,0.0,170,0.0,0
0,0,0,88.0,0,89,0.0,0.0,37,0.0,0
0,0,0,0.0,0,19,0.0,0.0,20,0.0,0
0,0,0,68.0,0,69,10.0,0.0,1,0.0,0
0,0,0,0.0,1,266,0.0,0.0,267,0.0,0
1,0,1,3.0,0,24,0.0,0.0,10,3.8,1
0,0,0,0.0,0,481,0.0,0.0,482,0.0,0
0,0,0,0.0,0,168,0.0,0.0,169,0.0,0
1,0,1,34.875,1,287,15.0,15.0,255,9.285714285714286,1
1,0,1,2.142857142857143,1,44,15.0,10.0,25,5.153846153846154,1
0,0,0,26.0,1,27,0.0,0.0,27,0.0,1
0,0,0,85.0,0,172,15.0,10.0,103,52.0,0
0,0,0,0.0,0,66,0.0,0.0,67,0.0,0
1,0,0,3.333333333333333,0,13,0.0,0.0,11,1.0,1
0,0,0,0.0,1,1,0.0,0.0,1,0.0,1
0,0,0,0.0,1,172,0.0,0.0,173,0.0,0
0,0,0,16.2,0,688,0.0,0.0,13,10.897435897435898,1
0,0,0,8.75,1,39,10.0,10.0,34,2.0,1
0,0,0,0.0,0,57,0.0,0.0,58,0.0,0
0,0,0,2.0,0,3,0.0,0.0,3,0.0,1
0,0,0,104.0,1,210,0.0,0.0,114,0.0,0
0,0,0,3.0,0,20,15.0,10.0,0,11.5,1
0,0,0,0.0,1,45,15.0,0.0,46,0.0,0
0,0,0,15.0625,1,514,0.0,15.0,351,5.741935483870968,0
1,0,1,5.3,1,63,0.0,0.0,23,7.222222222222222,1
0,0,0,155.0,0,156,0.0,0.0,156,0.0,1
1,0,1,21.428571428571427,0,314,0.0,15.0,77,33.46153846153846,1
0,0,0,40.1875,0,659,15.0,15.0,6,63.06666666666667,0
0,0,0,97.0,0,98,0.0,0.0,40,0.0,0
0,0,0,3.75,1,19,15.0,15.0,6,75.33333333333333,0
0,0,0,0.0,1,77,15.0,0.0,78,0.0,0
0,0,0,81.0,1,82,25.0,25.0,82,0.0,1
1,0,1,66.4,0,337,15.0,15.0,155,71.75,1
0,0,0,0.0,0,130,15.0,0.0,131,0.0,0
1,0,1,0.0,1,11,0.0,15.0,1,7.8,1
0,0,0,44.71428571428572,0,320,15.0,20.0,18,110.33333333333331,0
0,0,0,0.0,0,123,0.0,0.0,124,0.0,0
0,0,0,0.0,1,81,20.0,0.0,82,0.0,0
1,0,1,134.4,1,677,15.0,15.0,14,161.0,1
0,0,0,0.0,1,6,0.0,0.0,7,0.0,0
0,0,0,12.666666666666666,1,41,0.0,0.0,20,4.5,0
0,0,0,28.0,1,29,40.0,20.0,26,0.0,0
0,0,0,0.0,0,4,15.0,0.0,5,0.0,0
0,0,0,0.0,0,22,0.0,0.0,23,0.0,0
0,0,0,5.0,1,6,15.0,15.0,6,0.0,1
0,0,0,26.8,1,139,0.0,15.0,7,116.75,1
0,0,0,0.0,0,152,15.0,0.0,153,0.0,0
0,0,0,0.0,0,94,15.0,0.0,95,0.0,0
0,0,0,50.0,1,51,10.0,10.0,51,0.0,1
0,0,0,4.333333333333333,1,16,0.0,15.0,0,0.0,0
0,0,0,37.875,0,622,10.0,15.0,6,63.06666666666667,0
1,0,0,27.666666666666668,0,86,0.0,0.0,84,4.5,1
0,0,0,0.0,0,121,0.0,0.0,122,0.0,0
1,0,1,17.0,1,126,15.0,15.0,105,1.3333333333333333,1
0,0,0,28.625,0,474,10.0,15.0,45,44.333333333333336,1
0,0,0,0.0,0,122,0.0,0.0,123,0.0,0
0,0,0,35.0,0,36,0.0,0.0,3,0.0,0
0,0,0,34.5,0,426,0.0,0.0,98,22.09090909090909,1
0,0,0,3.0,0,8,0.0,0.0,5,7.0,1
0,0,0,1.0,0,0,15.0,15.0,0,0.0,1
1,0,0,19.75,1,249,0.0,0.0,72,23.63636363636364,0
1,0,1,5.0,1,66,0.0,15.0,48,16.7,1
1,0,1,26.5,1,55,15.0,15.0,54,0.0,1
1,0,1,21.782608695652176,0,524,0.0,15.0,235,17.0,1
1,0,1,23.5,1,98,15.0,15.0,85,3.0,1
0,1,0,22.75,1,95,10.0,15.0,45,130.33333333333334,1
0,0,0,59.0,1,60,15.0,15.0,60,0.0,1
0,0,0,0.0,0,33,10.0,0.0,34,0.0,0
1,0,0,16.358974358974358,0,677,0.0,15.0,506,12.605263157894736,1
1,0,0,2.6666666666666665,0,11,0.0,0.0,9,0.5,1
0,0,0,31.5,1,260,15.0,20.0,146,9.142857142857142,1
0,0,0,27.73333333333333,0,431,15.0,15.0,45,14.428571428571429,0
0,0,0,0.0,0,61,10.0,0.0,62,0.0,0
0,0,0,13.0,0,70,15.0,10.0,8,5.25,0
0,0,0,52.285714285714285,0,373,10.0,15.0,45,47.5,0
0,0,0,56.0,0,57,10.0,10.0,57,0.0,1
0,0,0,144.33333333333334,0,436,15.0,0.0,385,3.5,0
0,0,0,137.0,1,828,15.0,0.0,179,85.6,0
0,0,0,1.0,0,8,0.0,15.0,2,10.333333333333334,1
0,0,0,0.0,1,13,15.0,0.0,14,0.0,0
1,0,1,25.384615384615383,1,686,0.0,0.0,320,35.8,1
0,0,0,108.5,0,219,15.0,15.0,208,28.0,1
0,0,0,0.0,1,116,0.0,0.0,117,0.0,0
1,0,1,15.0,0,32,0.0,0.0,31,0.0,1
0,0,0,0.0,0,22,15.0,0.0,23,0.0,0
0,0,0,20.0,1,21,0.0,0.0,21,0.0,1
0,0,0,8.5,1,57,0.0,10.0,7,37.8,1
0,0,0,6.833333333333333,0,47,0.0,0.0,14,15.4,1
0,0,0,21.785714285714285,0,319,0.0,15.0,107,38.30769230769231,0
0,0,0,0.0,0,86,30.0,0.0,87,0.0,0
0,0,0,0.0,0,42,0.0,0.0,43,0.0,0
1,0,1,65.64285714285714,1,933,0.0,0.0,41,42.23076923076923,1
0,0,0,0.0,0,132,0.0,0.0,133,0.0,0
0,0,0,0.0,0,55,15.0,0.0,56,0.0,0
0,0,0,77.15384615384616,0,1016,0.0,0.0,283,38.66666666666666,0
0,0,0,47.42857142857143,0,678,15.0,0.0,32,62.0,0
0,0,0,0.0,1,427,15.0,0.0,428,0.0,0
0,0,0,3.0,1,8,0.0,0.0,5,22.0,1
1,0,1,0.5,1,1,10.0,10.0,0,0.0,1
1,0,1,14.673076923076923,0,815,0.0,0.0,37,8.019607843137255,1
0,0,0,0.0,0,2,0.0,0.0,3,0.0,0
0,0,0,10.142857142857142,0,156,0.0,0.0,3,36.15384615384615,1
0,0,0,0.0,0,27,15.0,0.0,28,0.0,0
0,0,0,0.0,0,13,10.0,0.0,14,0.0,0
0,0,0,0.0,0,25,0.0,0.0,26,0.0,0
0,0,0,0.0,0,41,15.0,0.0,42,0.0,0
0,0,0,1.0,0,0,0.0,0.0,0,0.0,1
0,0,0,59.4,0,302,0.0,0.0,71,28.0,0
0,0,0,71.0,1,216,0.0,20.0,33,182.0,0
0,0,0,72.6,1,368,10.0,15.0,174,91.0,1
0,0,0,30.666666666666668,0,95,0.0,0.0,12,17.0,0
0,0,0,17.55,0,371,15.0,15.0,126,14.578947368421051,0
0,0,0,0.0,0,735,15.0,0.0,736,0.0,0
1,0,1,0.5,1,1,10.0,10.0,0,0.0,1
0,0,0,0.0,0,72,0.0,0.0,73,0.0,0
0,0,0,0.0,0,106,15.0,0.0,107,0.0,0
0,0,0,17.0,0,18,0.0,0.0,12,0.0,0
0,0,0,26.46153846153846,0,357,0.0,15.0,295,7.583333333333333,0
0,0,0,46.0,1,94,20.0,15.0,65,313.0,1
0,0,0,0.0,0,349,15.0,0.0,350,0.0,0
0,0,0,0.0,0,58,0.0,0.0,59,0.0,0
1,0,0,26.03448275862069,1,784,15.0,0.0,337,26.642857142857142,1
0,0,0,217.0,1,218,0.0,0.0,218,0.0,1
1,0,1,9.5,0,21,15.0,15.0,20,0.0,1
1,0,1,163.2,0,821,0.0,20.0,446,45.25,1
0,0,0,0.0,0,160,0.0,0.0,161,0.0,0
0,0,0,16.75,1,71,0.0,0.0,42,2.333333333333333,0
0,0,0,0.0,0,133,15.0,0.0,134,0.0,0
1,0,0,43.36363636363637,0,976,15.0,15.0,155,35.476190476190474,1
0,0,0,0.0,0,96,25.0,0.0,97,0.0,0
1,0,1,0.25,1,3,15.0,15.0,0,0.0,1
0,0,0,0.0,0,85,15.0,0.0,86,0.0,0
0,0,0,0.0,0,103,15.0,0.0,104,0.0,0
0,0,0,40.0,1,123,0.0,10.0,27,1.0,0
0,0,0,154.0,1,1085,0.0,0.0,678,19.83333333333333,0
0,0,0,228.5,0,459,0.0,15.0,366,0.0,0
1,0,1,3.2,1,21,15.0,15.0,17,1.25,1
0,0,0,0.0,1,15,15.0,0.0,16,0.0,0
0,0,0,34.0,0,35,0.0,0.0,35,0.0,1
0,0,0,6.0,0,7,0.0,0.0,7,0.0,1
0,0,0,0.0,1,112,0.0,0.0,113,0.0,0
1,0,1,6.333333333333333,1,22,15.0,15.0,20,1.0,1
0,0,0,71.5,1,145,0.0,0.0,20,2.0,0
1,0,0,44.43478260869565,1,1045,0.0,0.0,347,55.72727272727273,1
0,0,0,44.5,1,364,10.0,10.0,40,94.28571428571428,1
0,0,0,53.11111111111112,0,487,10.0,0.0,27,81.25,1
0,0,0,45.5,1,186,0.0,0.0,23,392.0,1
0,0,0,24.705882352941178,1,437,15.0,15.0,110,46.8125,1
0,0,0,30.069767441860463,1,1336,0.0,0.0,36,21.95238095238096,1
0,0,0,46.66666666666666,0,143,0.0,0.0,99,172.5,1
0,0,0,0.0,0,111,10.0,0.0,112,0.0,0
0,0,0,34.94736842105263,0,683,15.0,15.0,180,28.72222222222222,1
1,0,0,1.5,0,5,20.0,20.0,4,1.0,1
0,0,0,53.5,0,109,15.0,10.0,64,3.0,0
0,0,0,41.76470588235294,1,727,0.0,0.0,42,75.6875,1
0,0,0,0.0,0,13,0.0,0.0,14,0.0,0
0,0,0,0.0,0,76,0.0,0.0,77,0.0,0
0,0,0,0.0,0,33,0.0,0.0,34,0.0,0
1,0,0,0.6666666666666666,1,15,0.0,0.0,0,6.125,1
0,0,0,82.14285714285714,1,582,0.0,0.0,102,25.5,0
0,0,0,27.375,0,454,15.0,15.0,235,13.133333333333333,1
0,0,0,65.33333333333333,1,199,0.0,0.0,9,294.0,1
0,0,0,65.66666666666667,0,600,0.0,0.0,104,55.625,0
0,0,0,0.0,0,307,10.0,0.0,308,0.0,0
0,0,0,1.0,1,0,0.0,0.0,0,0.0,1
0,0,0,0.0,0,40,15.0,0.0,41,0.0,0
0,0,0,199.5,0,401,0.0,0.0,31,0.0,0
0,0,0,19.88888888888889,0,188,10.0,0.0,2,61.625,1
0,0,0,116.5,0,235,15.0,0.0,107,5.0,0
1,0,1,43.36363636363637,1,976,20.0,15.0,82,33.42857142857143,1
1,0,0,3.75,1,19,0.0,0.0,16,1.6666666666666667,1
1,0,1,95.42857142857144,0,675,0.0,0.0,311,33.833333333333336,1
0,0,0,0.0,0,54,15.0,0.0,55,0.0,0
0,0,0,76.25,0,309,0.0,0.0,37,46.333333333333336,0
1,0,1,0.1428571428571428,0,6,0.0,0.0,0,6.166666666666667,1
0,0,0,46.2,0,236,0.0,10.0,219,3.25,0
0,0,0,0.0,0,5,0.0,0.0,6,0.0,0
0,0,0,0.0,1,141,0.0,0.0,142,0.0,0
0,0,0,55.0,0,56,15.0,0.0,10,0.0,0
1,0,0,5.0,0,84,0.0,0.0,0,22.0,1
0,0,0,309.0,0,620,15.0,0.0,200,0.0,0
0,0,0,0.0,0,10,15.0,0.0,11,0.0,0
1,0,1,9.555555555555555,1,95,10.0,15.0,73,15.75,1
0,0,0,30.22222222222222,0,281,10.0,10.0,49,39.0,1
0,0,0,1.0,0,0,40.0,40.0,0,0.0,1
1,0,1,6.5,1,60,0.0,0.0,9,20.142857142857142,1
1,0,0,26.166666666666668,0,163,0.0,0.0,64,136.6,1
0,0,0,54.57142857142857,0,389,0.0,0.0,282,24.666666666666668,1
0,0,0,41.5,0,425,0.0,10.0,35,7.333333333333333,0
0,0,0,13.06896551724138,0,408,0.0,15.0,34,10.678571428571429,0
0,1,0,40.333333333333336,0,496,15.0,15.0,91,42.27272727272727,1
0,0,0,26.2,1,136,0.0,0.0,103,7.0,0
1,0,1,12.5,1,216,15.0,15.0,84,6.933333333333334,1
1,0,1,55.07142857142857,1,785,10.0,15.0,681,18.307692307692307,1
0,0,0,165.0,0,166,0.0,0.0,166,0.0,1
0,0,0,39.0,0,40,10.0,0.0,6,0.0,0
0,0,0,0.0,0,60,15.0,0.0,61,0.0,0
0,0,0,106.07692307692308,0,1392,15.0,0.0,573,27.666666666666668,0
1,0,1,25.642857142857142,1,373,15.0,15.0,351,0.5384615384615384,1
0,0,0,4.666666666666667,1,17,10.0,10.0,14,3.0,1
0,0,0,23.4,1,122,0.0,0.0,80,26.75,1
0,0,0,374.0,0,375,0.0,15.0,182,0.0,0
0,0,0,39.0,0,160,0.0,0.0,6,2.333333333333333,0
1,0,0,53.25,0,868,15.0,15.0,32,96.86666666666666,0
0,0,0,466.5,1,935,0.0,0.0,919,2.0,0
1,0,1,9.625,1,85,15.0,15.0,78,1.0,1
1,0,0,27.875,1,231,10.0,10.0,33,50.85714285714285,1
0,0,0,6.571428571428571,0,53,0.0,0.0,8,25.33333333333333,1
0,0,0,0.0,0,304,0.0,0.0,305,0.0,0
1,0,1,12.166666666666666,1,79,25.0,10.0,7,101.6,1
0,0,0,0.0,0,74,15.0,0.0,75,0.0,0
0,0,0,0.0,0,188,15.0,0.0,189,0.0,0
1,1,1,3.25,1,51,15.0,15.0,39,0.5454545454545454,1
1,1,1,53.19047619047619,0,2276,15.0,0.0,102,31.365853658536587,1
0,0,0,6.0,0,7,15.0,10.0,0,0.0,0
0,0,0,20.0,1,63,0.0,0.0,12,17.0,0
0,0,0,52.333333333333336,0,160,0.0,0.0,142,25.5,1
0,0,0,0.0,0,307,0.0,0.0,308,0.0,0
1,0,1,6.0,1,70,15.0,15.0,16,6.0,1
0,0,0,2.571428571428572,1,25,0.0,0.0,1,7.333333333333333,1
1,0,1,0.25,1,3,0.0,0.0,0,0.0,1
0,0,0,7.428571428571429,1,59,0.0,15.0,43,14.333333333333334,1
0,0,0,105.4,1,532,15.0,0.0,385,38.0,0
1,0,1,0.3333333333333333,0,2,40.0,40.0,0,0.0,1
0,0,0,11.268292682926829,1,503,10.0,15.0,34,9.575,0
1,0,0,68.5,0,278,0.0,0.0,258,21.666666666666668,1
0,0,0,2.2,0,16,0.0,10.0,0,9.0,0
0,0,0,0.0,0,165,0.0,0.0,166,0.0,0
0,0,0,2.0,1,3,40.0,40.0,3,0.0,1
0,0,0,29.857142857142858,0,216,0.0,20.0,105,40.833333333333336,0
0,0,0,72.0,0,73,0.0,0.0,73,0.0,1
0,0,0,35.0,0,36,0.0,15.0,6,0.0,0
1,0,1,21.15384615384616,1,288,15.0,15.0,79,29.5,1
1,0,1,4.909090909090909,1,130,15.0,15.0,0,3.4761904761904763,1
0,0,0,40.66666666666666,0,125,15.0,15.0,0,0.0,0
1,0,1,13.8,1,148,15.0,15.0,109,7.777777777777778,1
0,0,0,16.0,1,17,15.0,15.0,17,0.0,1
0,0,0,0.0,0,54,15.0,0.0,55,0.0,0
0,0,0,0.0,1,112,0.0,0.0,113,0.0,0
1,0,1,53.35,1,1087,15.0,15.0,551,19.05263157894737,1
1,1,1,0.1666666666666666,1,5,15.0,15.0,0,0.0,1
0,0,0,37.0,0,76,0.0,0.0,61,1.0,0
0,0,0,24.6,0,256,0.0,0.0,98,7.555555555555555,0
1,0,1,20.428571428571427,1,150,0.0,20.0,120,30.5,1
0,0,0,0.0,0,152,0.0,0.0,153,0.0,0
0,0,0,6.9,1,79,15.0,15.0,51,2.888888888888889,1
0,0,0,0.0,1,167,0.0,0.0,168,0.0,0
1,1,0,7.0,0,32,0.0,0.0,29,3.0,1
0,0,0,521.0,1,522,0.0,15.0,18,0.0,0
0,0,0,0.0,1,170,0.0,0.0,171,0.0,0
0,0,0,0.0,1,30,10.0,0.0,31,0.0,0
0,0,0,70.0,0,213,15.0,20.0,33,182.0,0
1,0,0,30.15384615384616,1,810,10.0,0.0,138,29.72,1
1,0,1,11.545454545454543,0,276,15.0,15.0,27,40.90476190476191,1
0,0,0,14.0,1,15,10.0,10.0,15,0.0,1
0,0,0,1.0,1,0,0.0,0.0,0,0.0,1
1,0,1,5.454545454545454,0,71,15.0,15.0,3,22.2,1
0,0,0,13.5,0,29,0.0,0.0,27,5.0,1
0,0,0,1.0,0,8,40.0,40.0,1,2.333333333333333,1
0,0,0,14.692307692307692,1,204,0.0,15.0,124,32.083333333333336,1
0,0,0,0.0,0,172,0.0,0.0,173,0.0,0
0,0,0,0.0,0,144,10.0,0.0,145,0.0,0
0,0,0,31.5,0,65,0.0,0.0,11,7.0,0
0,0,0,0.0,1,35,15.0,0.0,36,0.0,0
0,0,0,0.0,0,59,10.0,0.0,60,0.0,0
1,0,1,5.0,1,36,15.0,15.0,26,0.2,1
0,0,0,22.0,1,23,20.0,20.0,23,0.0,1
0,0,0,0.0,0,128,0.0,0.0,129,0.0,0
0,0,0,0.0,1,12,15.0,0.0,13,0.0,0
0,0,0,28.0,1,261,15.0,0.0,44,63.25,0
0,0,0,24.0,1,25,0.0,0.0,25,0.0,1
